Model;acc;val_acc;test_acc
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9994036111425846;0.9984473479927506;0.8879529872673849
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9987105105785613;0.9959813714386698;0.8317335945502085
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9989039339917771;0.9958900395174833;0.9298726738491675
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9985815616364174;0.9945200524196003;0.9104799216571213
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9988233409029372;0.995433376710571;0.8536728697822563
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9996453904091044;0.9963467015132631;0.9236043095121654
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9989200526095451;0.9961640366256721;0.9445641528147325
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9993068994359767;0.9976253556229664;0.8068560235413935
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9993552552892807;0.995433376988207;0.7749265426403161
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9982914265165937;0.9976253559006024;0.8953966699547913
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9983397823698977;0.9925107384383466;0.8099902057274081
